2012-07-23 16:00:01.13761  29.35631217237 -87.56500079569
2012-07-23 16:15:01.16634  29.35633733186 -87.56496358707
2012-07-23 16:30:01.19517  29.35628475437 -87.56500068085
2012-07-23 16:45:01.22401  29.35610676874 -87.56517345830
2012-07-23 17:00:01.25274  29.35578654574 -87.56551387386
2012-07-23 17:15:01.28157  29.35534762088 -87.56601743978
2012-07-23 17:30:01.31041  29.35484222060 -87.56665352492
2012-07-23 17:45:01.33914  29.35432571761 -87.56738712209
2012-07-23 18:00:01.36797  29.35383471720 -87.56819942656
2012-07-23 18:15:01.39681  29.35338186059 -87.56909399706
2012-07-23 18:30:01.42554  29.35296594928 -87.57008485372
2012-07-23 18:45:01.45437  29.35258540110 -87.57117597133
2012-07-23 19:00:01.48321  29.35224437570 -87.57234735258
2012-07-23 19:15:01.51194  29.35194969160 -87.57355750248
2012-07-23 19:30:01.54077  29.35170312459 -87.57476043202
2012-07-23 19:45:01.56961  29.35149417465 -87.57592681129
2012-07-23 20:00:01.59834  29.35129801495 -87.57705793788
2012-07-23 20:15:01.62718  29.35108204958 -87.57818625558
2012-07-23 20:30:01.65601  29.35081974688 -87.57936399265
2012-07-23 20:45:01.68474  29.35050582191 -87.58064609372
2012-07-23 21:00:01.71358  29.35016590415 -87.58207218514
2012-07-23 21:15:01.74241  29.34985462733 -87.58365125703
2012-07-23 21:30:01.77114  29.34963911654 -87.58535550188
2012-07-23 21:45:01.79998  29.34957267148 -87.58713119262
2012-07-23 22:00:01.82881  29.34967217126 -87.58892587644
2012-07-23 22:15:01.85754  29.34991304940 -87.59071553478
2012-07-23 22:30:01.88638  29.35024405638 -87.59251044823
2012-07-23 22:45:01.91521  29.35061143818 -87.59433324421
2012-07-23 23:00:01.94394  29.35097986397 -87.59618533484
2012-07-23 23:15:01.97278  29.35134250662 -87.59802757641
2012-07-23 23:30:01.100161  29.35171869676 -87.59978892306
2012-07-23 23:45:01.103034  29.35214248818 -87.60139548765
2012-07-24 00:00:01.105918  29.35264771574 -87.60280038781
2012-07-24 00:15:01.108801  29.35325543827 -87.60399777785
2012-07-24 00:30:01.111675  29.35396907260 -87.60501656591
2012-07-24 00:45:01.114558  29.35477923700 -87.60590073836
2012-07-24 01:00:01.117441  29.35567507644 -87.60668737692
2012-07-24 01:15:01.120315  29.35665429504 -87.60739158167
2012-07-24 01:30:01.123198  29.35772418825 -87.60800350036
2012-07-24 01:45:01.126081  29.35889272291 -87.60849770479
